 Temperature<1> Density<2> Viscosity<3> ThermCond<4> Cp<5> 
   8.70000E+002   1.41289E+002   1.38240E-005   7.18539E-002   3.51088E+003
   8.80000E+002   1.39684E+002   1.39876E-005   7.34046E-002   3.53151E+003
   8.90000E+002   1.38114E+002   1.41509E-005   7.49684E-002   3.55184E+003
   9.00000E+002   1.36580E+002   1.43140E-005   7.65452E-002   3.57189E+003
   9.10000E+002   1.35079E+002   1.44769E-005   7.81349E-002   3.59164E+003
   9.20000E+002   1.33611E+002   1.46395E-005   7.97374E-002   3.61111E+003
   9.30000E+002   1.32174E+002   1.48020E-005   8.13527E-002   3.63030E+003
   9.40000E+002   1.30768E+002   1.49641E-005   8.29806E-002   3.64921E+003
   9.50000E+002   1.29391E+002   1.51261E-005   8.46211E-002   3.66784E+003
   9.60000E+002   1.28043E+002   1.52878E-005   8.62741E-002   3.68621E+003
   9.70000E+002   1.26723E+002   1.54493E-005   8.79395E-002   3.70431E+003
   9.80000E+002   1.25430E+002   1.56105E-005   8.96173E-002   3.72214E+003
   9.90000E+002   1.24163E+002   1.57716E-005   9.13074E-002   3.73971E+003
   1.00000E+003   1.22922E+002   1.59320E-005   9.30100E-002   3.75703E+003
   1.01000E+003   1.21705E+002   1.59320E-005   9.30100E-002   3.77409E+003
   1.02000E+003   1.20512E+002   1.59320E-005   9.30100E-002   3.79090E+003
   1.03000E+003   1.19342E+002   1.59320E-005   9.30100E-002   3.80747E+003
   1.04000E+003   1.18194E+002   1.59320E-005   9.30100E-002   3.82379E+003
   1.05000E+003   1.17068E+002   1.59320E-005   9.30100E-002   3.83987E+003
   1.06000E+003   1.15964E+002   1.59320E-005   9.30100E-002   3.85571E+003
   1.07000E+003   1.14880E+002   1.59320E-005   9.30100E-002   3.87132E+003
   1.08000E+003   1.13816E+002   1.59320E-005   9.30100E-002   3.88670E+003
   1.09000E+003   1.12772E+002   1.59320E-005   9.30100E-002   3.90185E+003
   1.10000E+003   1.11747E+002   1.59320E-005   9.30100E-002   3.91677E+003
   1.11000E+003   1.10740E+002   1.59320E-005   9.30100E-002   3.93148E+003
   1.12000E+003   1.09752E+002   1.59320E-005   9.30100E-002   3.94597E+003
   1.13000E+003   1.08780E+002   1.59320E-005   9.30100E-002   3.96024E+003
   1.14000E+003   1.07826E+002   1.59320E-005   9.30100E-002   3.97430E+003
   1.15000E+003   1.06888E+002   1.59320E-005   9.30100E-002   3.98815E+003
   1.16000E+003   1.05967E+002   1.59320E-005   9.30100E-002   4.00179E+003
   1.17000E+003   1.05061E+002   1.59320E-005   9.30100E-002   4.01523E+003
   1.18000E+003   1.04171E+002   1.59320E-005   9.30100E-002   4.02848E+003
   1.19000E+003   1.03296E+002   1.59320E-005   9.30100E-002   4.04152E+003
