# Fuel Properties                   
#=======================                     
FUEL_NAME                     
1,3-dioxolane                    
SMILES                     
C1COCO1                    
CHEMICAL_FORMULA                    
C3H6O2                     
MOLECULAR_WEIGHT                    
7.41E-02                   
T_CRIT                     
558.516                    
P_CRIT                     
6.64E+06                   
V_CRIT                     
0.002853666                   
MELTING_POINT                    
281.994                    
NORMAL_BOILING_POINT                   
3.70E+02                   
LIQUID                     
2.0000000000000000E+02  5.6810000000000000E-03  3.6675130000000000E-02  5.5486214605067100E+05  6.4482200000000000E+00  1.6691013188968500E-01  1.1804589037494100E+03  1.3011350137152000E+03
2.1000000000000000E+02  4.2640000000000000E-03  3.4630570000000000E-02  5.4784390591589500E+05  2.0771600000000000E+01  1.6156842854110700E-01  1.1666808410111000E+03  1.3711689237348500E+03
2.2000000000000000E+02  3.2850000000000000E-03  3.4208160000000000E-02  5.4060562863128800E+05  5.9339900000000000E+01  1.5663455474356500E-01  1.1531883825592100E+03  1.4331708028251200E+03
2.3000000000000000E+02  2.5890000000000000E-03  3.3201900000000000E-02  5.3320941057042300E+05  1.5275700000000000E+02  1.5206087086897800E-01  1.1399500491660200E+03  1.4885850666321100E+03
2.4000000000000000E+02  2.0810000000000000E-03  3.2182230000000000E-02  5.2570654873755400E+05  3.5911900000000000E+02  1.4780706827997800E-01  1.1269299167715100E+03  1.5386401434156200E+03
2.5000000000000000E+02  1.7020000000000000E-03  3.1661050000000000E-02  5.1813619084645400E+05  7.7977500000000000E+02  1.4383879130437300E-01  1.1140899021390400E+03  1.5843214756258200E+03
2.6000000000000000E+02  1.4140000000000000E-03  3.0425530000000000E-02  5.1052398539925300E+05  1.5789300000000000E+03  1.4012656158091700E-01  1.1013966987121300E+03  1.6264930128080500E+03
2.7000000000000000E+02  1.1910000000000000E-03  2.9269110000000000E-02  5.0288883129225200E+05  3.0059800000000000E+03  1.3664492962751500E-01  1.0888166065756700E+03  1.6658837123912000E+03
2.8000000000000000E+02  1.0150000000000000E-03  2.9192780000000000E-02  4.9523747813127700E+05  5.4188500000000000E+03  1.3337179919024100E-01  1.0763110559641500E+03  1.7031010388993300E+03
2.9000000000000000E+02  8.7500000000000000E-04  2.8387740000000000E-02  4.8757127583749100E+05  9.3063500000000000E+03  1.3028788441218900E-01  1.0638480594550000E+03  1.7386309639517100E+03
3.0000000000000000E+02  7.6200000000000000E-04  2.7353500000000000E-02  4.7988482472623600E+05  1.5307600000000000E+04  1.2737627013371800E-01  1.0513912642373100E+03  1.7729459599559400E+03
3.1000000000000000E+02  6.7000000000000000E-04  2.6651640000000000E-02  4.7216597550703000E+05  2.4227300000000000E+04  1.2462205301978500E-01  1.0389065440745400E+03  1.8063835072031800E+03
3.2000000000000000E+02  5.9300000000000000E-04  2.6580220000000000E-02  4.6439582928357000E+05  3.7045200000000000E+04  1.2201204658322200E-01  1.0263549480299600E+03  1.8393080844078700E+03
3.3000000000000000E+02  5.2900000000000000E-04  2.6253130000000000E-02  4.5655143739605600E+05  5.4920700000000000E+04  1.1953453712730500E-01  1.0137019668268200E+03  1.8719491781679900E+03
3.4000000000000000E+02  4.7500000000000000E-04  2.5282540000000000E-02  4.4860580142119700E+05  7.9192200000000000E+04  1.1717908057218400E-01  1.0009093230610000E+03  1.9045902719281200E+03
3.5000000000000000E+02  4.2900000000000000E-04  2.4349220000000000E-02  4.4052787317220700E+05  1.1137200000000000E+05  1.1493633233896900E-01  9.8793593214461900E+02  1.9374743514978700E+03
3.6000000000000000E+02  3.9000000000000000E-04  2.3465090000000000E-02  4.3228525454113500E+05  1.5313600000000000E+05  1.1279790414009500E-01  9.7474015797763400E+02  1.9708039050519400E+03
3.7000000000000000E+02  3.5600000000000000E-04  2.2806390000000000E-02  4.2383609797187800E+05  2.0631900000000000E+05  1.1075624280521300E-01  9.6127563824734700E+02  2.0047814207650300E+03
3.8000000000000000E+02  3.2700000000000000E-04  2.2142970000000000E-02  4.1514125575066400E+05  2.7289500000000000E+05  1.0880452725903500E-01  9.4749403646549500E+02  2.0396633836583900E+03
3.9000000000000000E+02  3.0200000000000000E-04  2.0650270000000000E-02  4.0615483055789500E+05  3.5497400000000000E+05  1.0693658053446800E-01  9.3334055696738400E+02  2.0756792803300300E+03
4.0000000000000000E+02  2.7900000000000000E-04  1.9810080000000000E-02  3.9682417546815300E+05  4.5478600000000000E+05  1.0514679430427200E-01  9.1875513927353800E+02  2.1130720965895600E+03
4.1000000000000000E+02  2.5900000000000000E-04  1.8673020000000000E-02  3.8709394371368700E+05  5.7467400000000000E+05  1.0343006388713100E-01  9.0366952891792800E+02  2.1521793127281400E+03
4.2000000000000000E+02  2.4200000000000000E-04  1.6987470000000000E-02  3.7689933907859800E+05  7.1708800000000000E+05  1.0178173205868800E-01  8.8800661703887500E+02  2.1933519082485600E+03
4.3000000000000000E+02  2.2600000000000000E-04  1.5612640000000000E-02  3.6617151558349000E+05  8.8458300000000000E+05  1.0019754029694100E-01  8.7167261679229800E+02  2.2370353571351400E+03
4.4000000000000000E+02  2.1200000000000000E-04  1.4084260000000000E-02  3.5482272835266400E+05  1.0798200000000000E+06  9.8673586331164000E-02  8.5455915077503800E+02  2.2838101254886700E+03
4.5000000000000000E+02  2.0000000000000000E-04  1.2897770000000000E-02  3.4275713298343400E+05  1.3055500000000000E+06  9.7206287056925100E-02  8.3653647447819800E+02  2.3344321691613200E+03
4.6000000000000000E+02  1.8800000000000000E-04  1.0944080000000000E-02  3.2985323657098400E+05  1.5646500000000000E+06  9.5792346036585600E-02  8.1744118169589600E+02  2.3899409274498400E+03
4.7000000000000000E+02  1.7800000000000000E-04  9.6415660000000000E-03  3.1596389770837400E+05  1.8601300000000000E+06  9.4428724932477600E-02  7.9706988715105900E+02  2.4517133199421200E+03
4.8000000000000000E+02  1.6900000000000000E-04  8.3890050000000000E-03  3.0089877751139300E+05  2.1951400000000000E+06  9.3112618324596300E-02  7.7515758808609000E+02  2.5217742283850600E+03
4.9000000000000000E+02  1.6100000000000000E-04  6.9216080000000000E-03  2.8441219032808500E+05  2.5730100000000000E+06  9.1841431450712000E-02  7.5134947633624000E+02  2.6031609753990400E+03
5.0000000000000000E+02  1.5300000000000000E-04  5.4483830000000000E-03  2.6616125618263900E+05  2.9972800000000000E+06  9.0612760477907900E-02  7.2515686946307100E+02  2.7006117842718000E+03
5.1000000000000000E+02  1.4600000000000000E-04  4.3225300000000000E-03  2.4565190392881100E+05  3.4717700000000000E+06  8.9424374973522700E-02  6.9585932216126900E+02  2.8221721851443900E+03
5.2000000000000000E+02  1.3900000000000000E-04  3.1510080000000000E-03  2.2212142810859800E+05  4.0006700000000000E+06  8.8274202292593900E-02  6.6234867044580700E+02  2.9825968163459300E+03
5.3000000000000000E+02  1.3300000000000000E-04  2.1163100000000000E-03  1.9426175511350100E+05  4.5886400000000000E+06  8.7160313639950800E-02  6.2270641045039600E+02  3.2127988725458400E+03
5.4000000000000000E+02  1.2800000000000000E-04  1.3455650000000000E-03  1.5944998812069400E+05  5.2410400000000000E+06  8.6080911599555100E-02  5.7314042553191500E+02  3.5916137497570100E+03
5.5000000000000000E+02  1.2300000000000000E-04  6.9974520000000000E-04  1.1049604203114500E+05  5.9642100000000000E+06  8.5034318952686200E-02  5.0343810527031200E+02  4.4132837642281700E+03
5.5851600000000000E+02  1.1800000000000000E-04  0.0000000000000000E+00  0.0000000000000000E+00  6.6416700000000000E+06  8.4167730706996800E-02  3.5042645284893200E+02  9.2540065660165400E+03
VAPOR                   
2.0000000000000000E+02  3.8612691000000000E-06  3.7377933000000000E-03  -9.9990000000000000E+03 6.1289120715350200E+02  -9.9990000000000000E+03    
2.1000000000000000E+02  4.0540732000000000E-06  4.0016918000000000E-03  -9.9990000000000000E+03 6.5741160716214200E+02  -9.9990000000000000E+03    
2.2000000000000000E+02  4.2489345000000000E-06  4.3057613000000000E-03  -9.9990000000000000E+03 7.0124354737683300E+02  -9.9990000000000000E+03    
2.3000000000000000E+02  4.4454854000000000E-06  4.6464461000000000E-03  -9.9990000000000000E+03 7.4442752543251500E+02  -9.9990000000000000E+03    
2.4000000000000000E+02  4.6434079000000000E-06  5.0205880000000000E-03  -9.9990000000000000E+03 7.8696354132918600E+02  -9.9990000000000000E+03    
2.5000000000000000E+02  4.8424261000000000E-06  5.4253699000000000E-03  -9.9990000000000000E+03 8.2883809585520200E+02  -9.9990000000000000E+03    
2.6000000000000000E+02  5.0422991000000000E-06  5.8582694000000000E-03  -9.9990000000000000E+03 8.7006468822220800E+02  -9.9990000000000000E+03    
2.7000000000000000E+02  5.2428161000000000E-06  6.3170195000000000E-03  -9.9990000000000000E+03 9.1065681764185000E+02  -9.9990000000000000E+03    
2.8000000000000000E+02  5.4437918000000000E-06  6.7995762000000000E-03  -9.9990000000000000E+03 9.5062798332577400E+02  -9.9990000000000000E+03    
2.9000000000000000E+02  5.6450629000000000E-06  7.3040905000000000E-03  -9.9990000000000000E+03 9.8996468606233400E+02  -9.9990000000000000E+03    
3.0000000000000000E+02  5.8464852000000000E-06  7.8288848000000000E-03  -9.9990000000000000E+03 1.0286939242748200E+03  -9.9990000000000000E+03    
3.1000000000000000E+02  6.0479312000000000E-06  8.3724335000000000E-03  -9.9990000000000000E+03 1.0667886995399500E+03  -9.9990000000000000E+03    
3.2000000000000000E+02  6.2492879000000000E-06  8.9333449000000000E-03  -9.9990000000000000E+03 1.1043030087042900E+03  -9.9990000000000000E+03    
3.3000000000000000E+02  6.4504551000000000E-06  9.5103469000000000E-03  -9.9990000000000000E+03 1.1411963541329200E+03  -9.9990000000000000E+03    
3.4000000000000000E+02  6.6513437000000000E-06  1.0102274000000000E-02  -9.9990000000000000E+03 1.1774957342491200E+03  -9.9990000000000000E+03    
3.5000000000000000E+02  6.8518747000000000E-06  1.0708056000000000E-02  -9.9990000000000000E+03 1.2132146482645400E+03  -9.9990000000000000E+03    
3.6000000000000000E+02  7.0519778000000000E-06  1.1326709000000000E-02  -9.9990000000000000E+03 1.2483530961791800E+03  -9.9990000000000000E+03    
3.7000000000000000E+02  7.2515906000000000E-06  1.1957324000000000E-02  -9.9990000000000000E+03 1.2828975787814000E+03  -9.9990000000000000E+03    
3.8000000000000000E+02  7.4506576000000000E-06  1.2599065000000000E-02  -9.9990000000000000E+03 1.3168885937061300E+03  -9.9990000000000000E+03    
3.9000000000000000E+02  7.6491295000000000E-06  1.3251155000000000E-02  -9.9990000000000000E+03 1.3503126417417200E+03  -9.9990000000000000E+03    
4.0000000000000000E+02  7.8469626000000000E-06  1.3912878000000000E-02  -9.9990000000000000E+03 1.3831697228881800E+03  -9.9990000000000000E+03    
4.1000000000000000E+02  8.0441182000000000E-06  1.4583566000000000E-02  -9.9990000000000000E+03 1.4154868355688000E+03  -9.9990000000000000E+03    
4.2000000000000000E+02  8.2405621000000000E-06  1.5262601000000000E-02  -9.9990000000000000E+03 1.4472504805719300E+03  -9.9990000000000000E+03    
4.3000000000000000E+02  8.4362640000000000E-06  1.5949406000000000E-02  -9.9990000000000000E+03 1.4784741571092200E+03  -9.9990000000000000E+03    
4.4000000000000000E+02  8.6311973000000000E-06  1.6643446000000000E-02  -9.9990000000000000E+03 1.5091578651806700E+03  -9.9990000000000000E+03    
4.5000000000000000E+02  8.8253387000000000E-06  1.7344220000000000E-02  -9.9990000000000000E+03 1.5393151039979300E+03  -9.9990000000000000E+03    
4.6000000000000000E+02  9.0186678000000000E-06  1.8051260000000000E-02  -9.9990000000000000E+03 1.5689593727726300E+03  -9.9990000000000000E+03    
4.7000000000000000E+02  9.2111669000000000E-06  1.8764130000000000E-02  -9.9990000000000000E+03 1.5980771722931400E+03  -9.9990000000000000E+03    
4.8000000000000000E+02  9.4028206000000000E-06  1.9482419000000000E-02  -9.9990000000000000E+03 1.6266955009827400E+03  -9.9990000000000000E+03    
4.9000000000000000E+02  9.5936157000000000E-06  2.0205746000000000E-02  -9.9990000000000000E+03 1.6548008596298000E+03  -9.9990000000000000E+03    
5.0000000000000000E+02  9.7835412000000000E-06  2.0933750000000000E-02  -9.9990000000000000E+03 1.6824067474459500E+03  -9.9990000000000000E+03    
5.1000000000000000E+02  9.9725874000000000E-06  2.1666095000000000E-02  -9.9990000000000000E+03 1.7095266636428400E+03  -9.9990000000000000E+03    
5.2000000000000000E+02  1.0160747000000000E-05  2.2402463000000000E-02  -9.9990000000000000E+03 1.7361606082204800E+03  -9.9990000000000000E+03    
5.3000000000000000E+02  1.0348013000000000E-05  2.3142555000000000E-02  -9.9990000000000000E+03 1.7623085811788600E+03  -9.9990000000000000E+03    
5.4000000000000000E+02  1.0534381000000000E-05  2.3886092000000000E-02  -9.9990000000000000E+03 1.7879840817296300E+03  -9.9990000000000000E+03    
5.5000000000000000E+02  1.0719846000000000E-05  2.4632810000000000E-02  -9.9990000000000000E+03 1.8132006090844300E+03  -9.9990000000000000E+03    
5.6000000000000000E+02  1.0904408000000000E-05  2.5382458000000000E-02  -9.9990000000000000E+03 1.8379446640316200E+03  -9.9990000000000000E+03    
5.7000000000000000E+02  1.1088062000000000E-05  2.6134803000000000E-02  -9.9990000000000000E+03 1.8622432449944900E+03  -9.9990000000000000E+03    
5.8000000000000000E+02  1.1270810000000000E-05  2.6889622000000000E-02  -9.9990000000000000E+03 1.8860828527614000E+03  -9.9990000000000000E+03    
5.9000000000000000E+02  1.1452650000000000E-05  2.7646706000000000E-02  -9.9990000000000000E+03 1.9094904857556300E+03  -9.9990000000000000E+03    
6.0000000000000000E+02  1.1633584000000000E-05  2.8405856000000000E-02  -9.9990000000000000E+03 1.9324526447655500E+03  -9.9990000000000000E+03    
6.1000000000000000E+02  1.1813613000000000E-05  2.9166886000000000E-02  -9.9990000000000000E+03 1.9549828290027900E+03  -9.9990000000000000E+03    
6.2000000000000000E+02  1.1992739000000000E-05  2.9929618000000000E-02  -9.9990000000000000E+03 1.9770945376790000E+03  -9.9990000000000000E+03    
6.3000000000000000E+02  1.2170965000000000E-05  3.0693885000000000E-02  -9.9990000000000000E+03 1.9987742715825400E+03  -9.9990000000000000E+03    
6.4000000000000000E+02  1.2348293000000000E-05  3.1459526000000000E-02  -9.9990000000000000E+03 2.0200490291367000E+03  -9.9990000000000000E+03    
6.5000000000000000E+02  1.2524728000000000E-05  3.2226393000000000E-02  -9.9990000000000000E+03 2.0409188103414800E+03  -9.9990000000000000E+03    
6.6000000000000000E+02  1.2700274000000000E-05  3.2994342000000000E-02  -9.9990000000000000E+03 2.0613836151968700E+03  -9.9990000000000000E+03    
6.7000000000000000E+02  1.2874934000000000E-05  3.3763236000000000E-02  -9.9990000000000000E+03 2.0814569429145300E+03  -9.9990000000000000E+03    
6.8000000000000000E+02  1.3048713000000000E-05  3.4532948000000000E-02  -9.9990000000000000E+03 2.1011387934944600E+03  -9.9990000000000000E+03    
6.9000000000000000E+02  1.3221617000000000E-05  3.5303356000000000E-02  -9.9990000000000000E+03 2.1204426661483000E+03  -9.9990000000000000E+03    
