# Fuel Properties							
#=======================							
FUEL_NAME							
ethyl-acetate							
SMILES							
CCOC(=O)C							
CHEMICAL_FORMULA							
C4H8O2							
MOLECULAR_WEIGHT							
8.81E-02							
T_CRIT							
542.157							
P_CRIT							
4.58E+06							
V_CRIT							
0.003398256							
MELTING_POINT							
249.012							
NORMAL_BOILING_POINT							
3.53E+02							
LIQUID							
2.0000000000000000E+02	2.9685892323446400E-03	2.5478540000000000E-02	4.9067591924199700E+05	3.8269200000000000E+00	2.3300172415182900E-01	9.9631464496087900E+02	1.8105001747910500E+03
2.1000000000000000E+02	2.3089910253279700E-03	2.4494080000000000E-02	4.8253565056319000E+05	1.3065200000000000E+01	2.2554486053285500E-01	9.8347612057754900E+02	1.8424050811983900E+03
2.2000000000000000E+02	1.8374481667028400E-03	2.3922120000000000E-02	4.7439311187080900E+05	3.9155700000000000E+01	2.1865731518998400E-01	9.7100813570828700E+02	1.8695852104075600E+03
2.3000000000000000E+02	1.4915391496694200E-03	2.2523150000000000E-02	4.6628575838883500E+05	1.0486900000000000E+02	2.1227258457813300E-01	9.5884918769262900E+02	1.8931964006664800E+03
2.4000000000000000E+02	1.2319769645762500E-03	2.2194740000000000E-02	4.5823969527337800E+05	2.5476600000000000E+02	2.0633439900355300E-01	9.4694721591379300E+02	1.9142015390692000E+03
2.5000000000000000E+02	1.0332682469524000E-03	2.1403780000000000E-02	4.5027308263303400E+05	5.6847400000000000E+02	2.0079479893997600E-01	9.3525269970606600E+02	1.9333705615559600E+03
2.6000000000000000E+02	8.7841490246593900E-04	2.0497330000000000E-02	4.4239273050852800E+05	1.1774700000000000E+03	1.9561263344636400E-01	9.2371856030026900E+02	1.9513372032524800E+03
2.7000000000000000E+02	7.5580458229813800E-04	1.9984870000000000E-02	4.3459863889986100E+05	2.2843800000000000E+03	1.9075237578063500E-01	9.1230199244936000E+02	1.9686216986057600E+03
2.8000000000000000E+02	6.5732920769188900E-04	1.9275400000000000E-02	4.2688399776630700E+05	4.1832600000000000E+03	1.8618318021039300E-01	9.0096236735620500E+02	1.9856194313162000E+03
2.9000000000000000E+02	5.7721483416972600E-04	1.8333440000000000E-02	4.1923518702641900E+05	7.2790400000000000E+03	1.8187812423632900E-01	8.8965945522934400E+02	2.0026917348805700E+03
3.0000000000000000E+02	5.1127560010980700E-04	1.7903190000000000E-02	4.1163518157838600E+05	1.2104300000000000E+04	1.7781359478405400E-01	8.7835544877226900E+02	2.0201091422526700E+03
3.1000000000000000E+02	4.5642719850216100E-04	1.6782660000000000E-02	4.0405901127288700E+05	1.9332400000000000E+04	1.7396878722821900E-01	8.6700649478449100E+02	2.0380967861147800E+03
3.2000000000000000E+02	4.1036299144568300E-04	1.6376090000000000E-02	3.9648057095381400E+05	2.9785400000000000E+04	1.7032529361353200E-01	8.5558134340678000E+02	2.0568457489455800E+03
3.3000000000000000E+02	3.7133429406399700E-04	1.5531700000000000E-02	3.8886581041754600E+05	4.4437700000000000E+04	1.6686676195763200E-01	8.4403272469488200E+02	2.0765471132237400E+03
3.4000000000000000E+02	3.3799872152353600E-04	1.4795250000000000E-02	3.8118181446725000E+05	6.4415100000000000E+04	1.6357861262664500E-01	8.3233540853825600E+02	2.0973352110885600E+03
3.5000000000000000E+02	3.0931383190351300E-04	1.4074780000000000E-02	3.7338999287215700E+05	9.0990300000000000E+04	1.6044780085829200E-01	8.2043039789922600E+02	2.1193557247472300E+03
3.6000000000000000E+02	2.8446142867964300E-04	1.3164540000000000E-02	3.6544835038113500E+05	1.2557600000000000E+05	1.5746261684536600E-01	8.0828234085300400E+02	2.1427656864748100E+03
3.7000000000000000E+02	2.6279294410262200E-04	1.2226450000000000E-02	3.5731148672269100E+05	1.6971400000000000E+05	1.5461251658017600E-01	7.9584127471614300E+02	2.1677221285463300E+03
3.8000000000000000E+02	2.4378952995313500E-04	1.1318530000000000E-02	3.4893286661854200E+05	2.2507200000000000E+05	1.5188797803859800E-01	7.8305988588086800E+02	2.1943820832368600E+03
3.9000000000000000E+02	2.2703254904196200E-04	1.0687340000000000E-02	3.4025800974289800E+05	2.9342900000000000E+05	1.4928037835294500E-01	7.6987443311400600E+02	2.2229820332965600E+03
4.0000000000000000E+02	2.1218151538860500E-04	9.3456860000000000E-03	3.3122903074960400E+05	3.7666800000000000E+05	1.4678188846034400E-01	7.5622886374950600E+02	2.2537357613398500E+03
4.1000000000000000E+02	1.9895743223757100E-04	8.1608450000000000E-03	3.2178236925856800E+05	4.7677900000000000E+05	1.4438538237309100E-01	7.4203850624084100E+02	2.2869932507956400E+03
4.2000000000000000E+02	1.8713008519531700E-04	7.2275570000000000E-03	3.1184424982861400E+05	5.9584300000000000E+05	1.4208435874047400E-01	7.2722260282452800E+02	2.3231271852285700E+03
4.3000000000000000E+02	1.7650826357452100E-04	6.1475620000000000E-03	3.0132841194390300E+05	7.3604600000000000E+05	1.3987287278875100E-01	7.1167366720517000E+02	2.3626691491535100E+03
4.4000000000000000E+02	1.6693217088522800E-04	5.3293180000000000E-03	2.9013497500715100E+05	8.9967300000000000E+05	1.3774547706067900E-01	6.9526913455544100E+02	2.4063436782392000E+03
4.5000000000000000E+02	1.5826748702477600E-04	4.3992880000000000E-03	2.7814249329211000E+05	1.0891200000000000E+06	1.3569716964594200E-01	6.7784702026496800E+02	2.4551136595796800E+03
4.6000000000000000E+02	1.5040068748758100E-04	3.5609540000000000E-03	2.6519774088249100E+05	1.3069200000000000E+06	1.3372334881279000E-01	6.5921347978331800E+02	2.5103732828482300E+03
4.7000000000000000E+02	1.4323532706911400E-04	2.8724910000000000E-03	2.5110549661087000E+05	1.5557300000000000E+06	1.3181977312957700E-01	6.3910110403458600E+02	2.5741409914511300E+03
4.8000000000000000E+02	1.3668906934974400E-04	2.0425120000000000E-03	2.3560243890258500E+05	1.8384100000000000E+06	1.2998252631099200E-01	6.1715606612496500E+02	2.6495588855141400E+03
4.9000000000000000E+02	1.3069129707325900E-04	1.3663610000000000E-03	2.1831969055174900E+05	2.1580400000000000E+06	1.2820798614389200E-01	5.9287382155618500E+02	2.7416645264978700E+03
5.0000000000000000E+02	1.2518117813768500E-04	7.8488620000000000E-04	1.9870563825971700E+05	2.5180000000000000E+06	1.2649279694694200E-01	5.6549103675795700E+02	2.8593204487362800E+03
5.1000000000000000E+02	1.2010609129601200E-04	4.0428020000000000E-04	1.7585795163055100E+05	2.9220500000000000E+06	1.2483384510055700E-01	5.3375417254811700E+02	3.0196293358394300E+03
5.2000000000000000E+02	1.1542033763362900E-04	0.0000000000000000E+00	1.4810022563934900E+05	3.3745300000000000E+06	1.2322823725222200E-01	4.9534314965676600E+02	3.2611341496302100E+03
5.3000000000000000E+02	1.1108408044116500E-04	1.0000000000000000E+04	1.1148059365395000E+05	3.8806000000000000E+06	1.2167328085957700E-01	4.4483421941503500E+02	3.6954609389684100E+03
5.4000000000000000E+02	1.0706246866143500E-04	2.0000000000000000E+04	4.7836223060613900E+04	4.4467500000000000E+06	1.2016646678173900E-01	3.5784428802937300E+02	4.8701351093919500E+03
5.4215700000000000E+02	1.0623322559256500E-04	3.0000000000000000E+04	0.0000000000000000E+00	4.5775600000000000E+06	1.1984752934441300E-01	2.9426861364577600E+02	9.5890755596718500E+03
VAPOR							
2.0000000000000000E+02	1.4838483788085700E-05	1.8623458795349800E-03	-9.9990000000000000E+03	9.9716566105065300E+02	-9.9990000000000000E+03		
2.1000000000000000E+02	1.5585037357447000E-05	2.0145768807747500E-03	-9.9990000000000000E+03	1.0270048551050300E+03	-9.9990000000000000E+03		
2.2000000000000000E+02	1.6331305796308000E-05	2.1719978529469600E-03	-9.9990000000000000E+03	1.0566592991106100E+03	-9.9990000000000000E+03		
2.3000000000000000E+02	1.7077186050451300E-05	2.3345354387259100E-03	-9.9990000000000000E+03	1.0861271243922000E+03	-9.9990000000000000E+03		
2.4000000000000000E+02	1.7822575097554400E-05	2.5021141043779700E-03	-9.9990000000000000E+03	1.1154064622746400E+03	-9.9990000000000000E+03		
2.5000000000000000E+02	1.8567370111173700E-05	2.6746561893290100E-03	-9.9990000000000000E+03	1.1444954440827600E+03	-9.9990000000000000E+03		
2.6000000000000000E+02	1.9311468624949500E-05	2.8520819598162800E-03	-9.9990000000000000E+03	1.1733922011413600E+03	-9.9990000000000000E+03		
2.7000000000000000E+02	2.0054768696357600E-05	3.0343096664437600E-03	-9.9990000000000000E+03	1.2020948647752900E+03	-9.9990000000000000E+03		
2.8000000000000000E+02	2.0797169069328600E-05	3.2212556054378900E-03	-9.9990000000000000E+03	1.2306015663093700E+03	-9.9990000000000000E+03		
2.9000000000000000E+02	2.1538569335062900E-05	3.4128341833803000E-03	-9.9990000000000000E+03	1.2589104370684100E+03	-9.9990000000000000E+03		
3.0000000000000000E+02	2.2278870090377900E-05	3.6089579851751900E-03	-9.9990000000000000E+03	1.2870196083772600E+03	-9.9990000000000000E+03		
3.1000000000000000E+02	2.3017973092938200E-05	3.8095378449919700E-03	-9.9990000000000000E+03	1.3149272115607300E+03	-9.9990000000000000E+03		
3.2000000000000000E+02	2.3755781412739700E-05	4.0144829199087000E-03	-9.9990000000000000E+03	1.3426313779436400E+03	-9.9990000000000000E+03		
3.3000000000000000E+02	2.4492199579244100E-05	4.2237007659688300E-03	-9.9990000000000000E+03	1.3701302388508300E+03	-9.9990000000000000E+03		
3.4000000000000000E+02	2.5227133723586400E-05	4.4370974163527500E-03	-9.9990000000000000E+03	1.3974219256071200E+03	-9.9990000000000000E+03		
3.5000000000000000E+02	2.5960491715315300E-05	4.6545774613574400E-03	-9.9990000000000000E+03	1.4245045695373300E+03	-9.9990000000000000E+03		
3.6000000000000000E+02	2.6692183293158500E-05	4.8760441298709900E-03	-9.9990000000000000E+03	1.4513763019662900E+03	-9.9990000000000000E+03		
3.7000000000000000E+02	2.7422120189349700E-05	5.1013993720251000E-03	-9.9990000000000000E+03	1.4780352542188200E+03	-9.9990000000000000E+03		
3.8000000000000000E+02	2.8150216247095100E-05	5.3305439427072700E-03	-9.9990000000000000E+03	1.5044795576197500E+03	-9.9990000000000000E+03		
3.9000000000000000E+02	2.8876387530803000E-05	5.5633774856150500E-03	-9.9990000000000000E+03	1.5307073434939100E+03	-9.9990000000000000E+03		
4.0000000000000000E+02	2.9600552428749300E-05	5.7997986175381800E-03	-9.9990000000000000E+03	1.5567167431661200E+03	-9.9990000000000000E+03		
4.1000000000000000E+02	3.0322631747899200E-05	6.0397050125595000E-03	-9.9990000000000000E+03	1.5825058879612100E+03	-9.9990000000000000E+03		
4.2000000000000000E+02	3.1042548800657900E-05	6.2829934858734000E-03	-9.9990000000000000E+03	1.6080729092040000E+03	-9.9990000000000000E+03		
4.3000000000000000E+02	3.1760229483371000E-05	6.5295600769294000E-03	-9.9990000000000000E+03	1.6334159382193100E+03	-9.9990000000000000E+03		
4.4000000000000000E+02	3.2475602346448600E-05	6.7793001316204800E-03	-9.9990000000000000E+03	1.6585331063319800E+03	-9.9990000000000000E+03		
