0	0
0.005	0.9183
0.01	1.8367
0.015	2.755
0.02	3.6871
0.025	4.6193
0.03	5.5514
0.035	6.4835
0.04	7.4156
0.045	8.3477
0.05	9.2799
0.055	10.1699
0.06	10.9729
0.065	11.6859
0.07	12.1459
0.075	12.5729
0.08	12.9859
0.085	13.3469
0.09	13.7069
0.095	14.0679
0.1	14.4289
0.105	14.7829
0.11	15.1289
0.115	15.4719
0.12	15.8119
0.125	16.1519
0.13	16.4979
0.135	16.8329
0.14	17.1569
0.145	17.4799
0.15	17.8039
0.155	18.1099
0.16	18.4129
0.165	18.7159
0.17	19.0169
0.175	19.3089
0.18	19.6009
0.185	19.8879
0.19	20.1669
0.195	20.4379
0.2	20.7009
0.205	20.9529
0.21	21.2049
0.215	21.4569
0.22	21.7029
0.225	21.9489
0.23	22.1959
0.235	22.4419
0.24	22.6849
0.245	22.9179
0.25	23.1449
0.255	23.3669
0.26	23.5899
0.265	23.8089
0.27	24.0249
0.275	24.2419
0.28	24.4579
0.285	24.6749
0.29	24.8919
0.295	25.1119
0.3	25.3319
0.305	25.5519
0.31	25.7659
0.315	25.9789
0.32	26.1909
0.325	26.4019
0.33	26.6109
0.335	26.8189
0.34	27.0249
0.345	27.2319
0.35	27.4379
0.355	27.6569
0.36	27.8749
0.365	28.0939
0.37	28.3129
0.375	28.5309
0.38	28.7469
0.385	28.9619
0.39	29.1749
0.395	29.3879
0.4	29.5939
0.405	29.7879
0.41	29.9829
0.415	30.1769
0.42	30.3699
0.425	30.5589
0.43	30.7389
0.435	30.9199
0.44	31.1009
0.445	31.2789
0.45	31.4559
0.455	31.6279
0.46	31.8009
0.465	31.9709
0.47	32.1249
0.475	32.2729
0.48	32.4209
0.485	32.5679
0.49	32.7189
0.495	32.8689
0.5	33.0199
0.505	33.1709
0.51	33.3219
0.515	33.4699
0.52	33.6179
0.525	33.7669
0.53	33.9149
0.535	34.0569
0.54	34.1969
0.545	34.3359
0.55	34.4759
0.555	34.6129
0.56	34.7469
0.565	34.8869
0.57	35.0269
0.575	35.1669
0.58	35.3069
0.585	35.4409
0.59	35.5699
0.595	35.6999
0.6	35.8299
0.605	35.9649
0.61	36.1029
0.615	36.2419
0.62	36.3809
0.625	36.5189
0.63	36.6579
0.635	36.7969
0.64	36.9349
0.645	37.0729
0.65	37.2029
0.655	37.3269
0.66	37.4509
0.665	37.5759
0.67	37.7119
0.675	37.8489
0.68	37.9859
0.685	38.1229
0.69	38.2599
0.695	38.3999
0.7	38.5419
0.705	38.6849
0.71	38.8279
0.715	38.9709
0.72	39.1079
0.725	39.2459
0.73	39.3839
0.735	39.5119
0.74	39.6379
0.745	39.7709
0.75	39.9079
0.755	40.0439
0.76	40.1789
0.765	40.3119
0.77	40.4449
0.775	40.5789
0.78	40.7129
0.785	40.8529
0.79	40.9819
0.795	41.1069
0.8	41.2319
0.805	41.3609
0.81	41.4919
0.815	41.6219
0.82	41.7529
0.825	41.8839
0.83	42.0099
0.835	42.1389
0.84	42.2699
0.845	42.3999
0.85	42.5279
0.855	42.6499
0.86	42.7729
0.865	42.8969
0.87	43.0229
0.875	43.1429
0.88	43.2659
0.885	43.3879
0.89	43.5109
0.895	43.6319
0.9	43.7509
0.905	43.8699
0.91	43.9889
0.915	44.1079
0.92	44.2329
0.925	44.3589
0.93	44.4819
0.935	44.5949
0.94	44.7059
0.945	44.8169
0.95	44.9279
0.955	45.0389
0.96	45.1499
0.965	45.2579
0.97	45.3639
0.975	45.4719
0.98	45.5799
0.985	45.6899
0.99	45.8019
0.995	45.9139
1	46.0219
1.005	46.1309
1.01	46.2429
1.015	46.3539
1.02	46.4629
1.025	46.5719
1.03	46.6799
1.035	46.7859
1.04	46.8919
1.045	46.9979
1.05	47.1029
1.055	47.2049
1.06	47.3099
1.065	47.4189
1.07	47.5319
1.075	47.6439
1.08	47.7569
1.085	47.8689
1.09	47.9819
1.095	48.0939
1.1	48.2059
1.105	48.3149
1.11	48.4219
1.115	48.5279
1.12	48.6319
1.125	48.7399
1.13	48.8469
1.135	48.9459
1.14	49.0439
1.145	49.1399
1.15	49.2439
1.155	49.3519
1.16	49.4599
1.165	49.5679
1.17	49.6749
1.175	49.7829
1.18	49.8909
1.185	49.9989
1.19	50.1089
1.195	50.2169
1.2	50.3189
1.205	50.4199
1.21	50.5209
1.215	50.6199
1.22	50.7179
1.225	50.8159
1.23	50.9139
1.235	51.0099
1.24	51.1009
1.245	51.1889
1.25	51.2779
1.255	51.3679
1.26	51.4569
1.265	51.5499
1.27	51.6479
1.275	51.7459
1.28	51.8449
1.285	51.9469
1.29	52.0519
1.295	52.1569
1.3	52.2609
1.305	52.3659
1.31	52.4709
1.315	52.5749
1.32	52.6759
1.325	52.7749
1.33	52.8719
1.335	52.9649
1.34	53.0589
1.345	53.1529
1.35	53.2489
1.355	53.3449
1.36	53.4419
1.365	53.5389
1.37	53.6369
1.375	53.7359
1.38	53.8359
1.385	53.9379
1.39	54.0409
1.395	54.1449
1.4	54.2549
1.405	54.3639
1.41	54.4739
1.415	54.5799
1.42	54.6839
1.425	54.7859
1.43	54.8879
1.435	54.9909
1.44	55.0879
1.445	55.1829
1.45	55.2789
1.455	55.3749
1.46	55.4719
1.465	55.5719
1.47	55.6719
1.475	55.7719
1.48	55.8719
1.485	55.9759
1.49	56.0829
1.495	56.1899
