Krok,Czas_[ms],Zasieg_cieczy_LPL_[mm],Zasieg_pary_VPL_[mm],Predkosc_czola_[m/s],Srednica_czola_SMD_[um]
009000,878.73700,10.6007,10.5448,7938.3584,0.0092
009010,879.71400,10.6193,10.5448,7916.9931,0.0092
009020,880.69000,10.6193,10.5634,7928.3115,0.0092
009030,881.66700,10.6379,10.5634,7906.9462,0.0092
009040,882.64300,10.6379,10.5820,7918.2227,0.0092
009050,883.61900,10.6565,10.5820,7896.8714,0.0092
009060,884.59600,10.6565,10.6007,7908.1060,0.0092
009070,885.57200,10.6751,10.6007,7886.7686,0.0092
009080,886.54800,10.6751,10.6193,7897.9613,0.0092
009090,887.52500,10.6937,10.6193,7876.6519,0.0092
009100,888.50100,10.6937,10.6379,7887.8026,0.0092
009110,889.47800,10.7123,10.6379,7866.4932,0.0092
009120,890.45400,10.7123,10.6565,7877.6021,0.0092
009130,891.43000,10.7309,10.6565,7856.3066,0.0092
009140,892.40700,10.7309,10.6751,7867.3875,0.0092
009150,893.38300,10.7496,10.6751,7846.1060,0.0092
009160,894.35900,10.7496,10.6937,7857.1450,0.0092
009170,895.33600,10.7682,10.6937,7835.8775,0.0092
009180,896.31200,10.7682,10.7123,7846.8746,0.0092
009190,897.28900,10.7868,10.7123,7825.6210,0.0092
009200,898.26500,10.7868,10.7309,7836.5762,0.0092
009210,899.24100,10.8054,10.7309,7815.3366,0.0092
009220,900.21800,10.8054,10.7496,7826.2498,0.0092
009230,901.19400,10.8054,10.7496,7837.3726,0.0092
009240,902.17000,10.8240,10.7682,7815.9095,0.0092
009250,903.14700,10.8240,10.7682,7826.9764,0.0092
009260,904.12300,10.8426,10.7868,7805.5412,0.0092
009270,905.10000,10.8426,10.7868,7816.5663,0.0092
009280,906.07600,10.8612,10.8054,7795.1450,0.0092
009290,907.05200,10.8612,10.8054,7806.1281,0.0092
009300,908.02900,10.8799,10.8240,7784.7209,0.0092
009310,909.00500,10.8799,10.8240,7795.6760,0.0092
009320,909.98100,10.8985,10.8426,7774.2827,0.0092
009330,910.95800,10.8985,10.8426,7785.1820,0.0092
009340,911.93400,10.9171,10.8612,7763.8167,0.0092
009350,912.91100,10.9171,10.8612,7774.6740,0.0092
009360,913.88700,10.9357,10.8799,7753.3366,0.0092
009370,914.86300,10.9357,10.8799,7764.1520,0.0092
009380,915.84000,10.9543,10.8799,7742.8286,0.0092
009390,916.81600,10.9543,10.8985,7753.5881,0.0092
009400,917.79200,10.9729,10.8985,7732.2927,0.0092
009410,918.76900,10.9729,10.9171,7743.0103,0.0092
009420,919.74500,10.9915,10.9171,7721.7288,0.0092
009430,920.72200,10.9915,10.9357,7732.4045,0.0092
009440,921.69800,11.0102,10.9357,7711.1509,0.0092
009450,922.67400,11.0102,10.9543,7721.7847,0.0092
009460,923.65100,11.0288,10.9543,7700.5591,0.0092
009470,924.62700,11.0288,10.9729,7711.1509,0.0092
009480,925.60300,11.0474,10.9729,7689.9393,0.0092
009490,926.58000,11.0474,10.9915,7700.4752,0.0092
009500,927.55600,11.0660,10.9915,7679.2916,0.0092
009510,928.53300,11.0660,11.0102,7689.7856,0.0092
009520,929.50900,11.0846,11.0102,7668.6438,0.0092
009530,930.48500,11.0846,11.0288,7679.0820,0.0092
009540,931.46200,11.0846,11.0288,7689.7297,0.0092
009550,932.43800,11.1032,11.0474,7668.3504,0.0092
009560,933.41400,11.1032,11.0474,7678.9422,0.0092
009570,934.39100,11.1218,11.0660,7657.6049,0.0092
009580,935.36700,11.1218,11.0660,7668.1548,0.0092
009590,936.34400,11.1405,11.0846,7646.8314,0.0092
009600,937.32000,11.1405,11.0846,7657.3254,0.0092
009610,938.29600,11.1591,11.1032,7636.0439,0.0092
009620,939.27300,11.1591,11.1032,7646.4960,0.0092
009630,940.24900,11.1777,11.1032,7625.2425,0.0092
009640,941.22500,11.1777,11.1218,7635.6387,0.0092
009650,942.20200,11.1963,11.1218,7614.4131,0.0092
009660,943.17800,11.1963,11.1405,7624.7674,0.0092
009670,944.15500,11.2149,11.1405,7603.5697,0.0092
009680,945.13100,11.2149,11.1591,7613.8681,0.0092
009690,946.10700,11.2335,11.1591,7592.6984,0.0092
009700,947.08400,11.2335,11.1777,7602.9549,0.0092
009710,948.06000,11.2521,11.1777,7581.8271,0.0092
009720,949.03600,11.2521,11.1963,7592.0137,0.0092
009730,950.01300,11.2708,11.1963,7570.9279,0.0092
009740,950.98900,11.2708,11.2149,7581.0725,0.0092
009750,951.96600,11.2708,11.2149,7591.3989,0.0092
009760,952.94200,11.2894,11.2335,7570.1034,0.0092
009770,953.91800,11.2894,11.2335,7580.3878,0.0092
009780,954.89500,11.3080,11.2521,7559.1203,0.0092
009790,955.87100,11.3080,11.2521,7569.3489,0.0092
009800,956.84700,11.3266,11.2521,7548.1093,0.0092
009810,957.82400,11.3266,11.2708,7558.2959,0.0092
009820,958.80000,11.3452,11.2708,7537.0983,0.0092
009830,959.77700,11.3452,11.2894,7547.2290,0.0092
009840,960.75300,11.3638,11.2894,7526.0593,0.0092
009850,961.72900,11.3638,11.3080,7536.1341,0.0092
009860,962.70600,11.3824,11.3080,7515.0063,0.0092
009870,963.68200,11.3824,11.3266,7525.0252,0.0092
009880,964.65800,11.4011,11.3266,7503.9394,0.0092
009890,965.63500,11.4011,11.3452,7513.9164,0.0092
009900,966.61100,11.4197,11.3452,7492.8585,0.0092
009910,967.58800,11.4197,11.3638,7502.7796,0.0092
009920,968.56400,11.4197,11.3638,7512.8684,0.0092
009930,969.54000,11.4383,11.3824,7491.6288,0.0092
009940,970.51700,11.4383,11.3824,7501.6757,0.0092
009950,971.49300,11.4569,11.4011,7480.4641,0.0092
009960,972.46900,11.4569,11.4011,7490.4550,0.0092
009970,973.44600,11.4755,11.4011,7469.2853,0.0092
009980,974.42200,11.4755,11.4197,7479.2204,0.0092
009990,975.39900,11.4941,11.4197,7458.0926,0.0092
010000,976.37500,11.4941,11.4383,7467.9718,0.0092
010010,977.35100,11.5127,11.4383,7446.8860,0.0092
010020,978.32800,11.5127,11.4569,7456.7093,0.0092
010030,979.30400,11.5313,11.4569,7435.6653,0.0092
010040,980.28000,11.5313,11.4755,7445.4327,0.0092
010050,981.25700,11.5500,11.4755,7424.4307,0.0092
010060,982.23300,11.5500,11.4941,7434.1422,0.0092
010070,983.21000,11.5500,11.4941,7444.0214,0.0092
010080,984.18600,11.5686,11.5127,7422.8378,0.0092
010090,985.16200,11.5686,11.5127,7432.6611,0.0092
010100,986.13900,11.5872,11.5127,7411.5193,0.0092
010110,987.11500,11.5872,11.5313,7421.3007,0.0092
010120,988.09100,11.6058,11.5313,7400.1869,0.0092
010130,989.06800,11.6058,11.5500,7409.9124,0.0092
010140,990.04400,11.6244,11.5500,7388.8545,0.0092
010150,991.02100,11.6244,11.5686,7398.5101,0.0092
010160,991.99700,11.6430,11.5686,7377.5081,0.0092
010170,992.97300,11.6430,11.5872,7387.1078,0.0092
010180,993.95000,11.6617,11.5872,7366.1337,0.0092
010190,994.92600,11.6617,11.6058,7375.6915,0.0092
010200,995.90200,11.6803,11.6058,7354.7733,0.0092
010210,996.87900,11.6803,11.6244,7364.2613,0.0092
010220,997.85500,11.6803,11.6244,7373.9169,0.0092
010230,998.83200,11.6989,11.6244,7352.8171,0.0092
010240,999.80800,11.6989,11.6430,7362.4168,0.0092
010250,1000.78000,11.7175,11.6430,7341.3589,0.0092
010260,1001.76000,11.7175,11.6617,7350.9027,0.0092
010270,1002.74000,11.7361,11.6617,7329.9007,0.0092
010280,1003.71000,11.7361,11.6803,7339.3886,0.0092
010290,1004.69000,11.7547,11.6803,7318.4285,0.0092
010300,1005.67000,11.7547,11.6989,7327.8606,0.0092
010310,1006.64000,11.7733,11.6989,7306.9564,0.0092
010320,1007.62000,11.7733,11.7175,7316.3185,0.0092
010330,1008.60000,11.7733,11.7175,7325.8624,0.0092
010340,1009.57000,11.7919,11.7175,7304.7765,0.0092
010350,1010.55000,11.7919,11.7361,7314.2505,0.0092
010360,1011.52000,11.8106,11.7361,7293.2205,0.0092
010370,1012.50000,11.8106,11.7547,7302.6246,0.0092
010380,1013.48000,11.8292,11.7547,7281.6505,0.0092
010390,1014.45000,11.8292,11.7733,7291.0127,0.0092
010400,1015.43000,11.8478,11.7733,7270.0806,0.0092
010410,1016.41000,11.8478,11.7919,7279.3729,0.0092
010420,1017.38000,11.8664,11.7919,7258.4966,0.0092
010430,1018.36000,11.8664,11.8106,7267.7330,0.0092
010440,1019.34000,11.8664,11.8106,7277.1371,0.0092
010450,1020.31000,11.8850,11.8106,7256.0792,0.0092
010460,1021.29000,11.8850,11.8292,7265.4274,0.0092
010470,1022.26000,11.9036,11.8292,7244.4254,0.0092
010480,1023.24000,11.9036,11.8478,7253.7037,0.0092
010490,1024.22000,11.9222,11.8478,7232.7716,0.0092
010500,1025.19000,11.9222,11.8664,7241.9800,0.0092
010510,1026.17000,11.9409,11.8664,7221.1038,0.0092
010520,1027.15000,11.9409,11.8850,7230.2564,0.0092
010530,1028.12000,11.9595,11.8850,7209.4360,0.0092
010540,1029.10000,11.9595,11.9036,7218.5187,0.0092
010550,1030.08000,11.9595,11.9036,7227.7691,0.0092
010560,1031.05000,11.9781,11.9036,7206.7811,0.0092
010570,1032.03000,11.9781,11.9222,7215.9755,0.0092
010580,1033.00000,11.9967,11.9222,7195.0294,0.0092
010590,1033.98000,11.9967,11.9409,7204.1680,0.0092
010600,1034.96000,12.0153,11.9409,7183.2778,0.0092
010610,1035.93000,12.0153,11.9595,7192.3465,0.0092
010620,1036.91000,12.0339,11.9595,7171.5262,0.0092
010630,1037.89000,12.0339,11.9781,7180.5250,0.0092
010640,1038.86000,12.0339,11.9781,7189.6916,0.0092
010650,1039.84000,12.0525,11.9781,7168.7035,0.0092
010660,1040.82000,12.0525,11.9967,7177.8002,0.0092
010670,1041.79000,12.0712,11.9967,7156.8820,0.0092
010680,1042.77000,12.0712,12.0153,7165.9228,0.0092
010690,1043.74000,12.0898,12.0153,7145.0605,0.0092
010700,1044.72000,12.0898,12.0339,7154.0175,0.0092
010710,1045.70000,12.1084,12.0339,7133.2251,0.0092
010720,1046.67000,12.1084,12.0525,7142.1261,0.0092
010730,1047.65000,12.1270,12.0525,7121.3896,0.0092
010740,1048.63000,12.1270,12.0525,7130.2348,0.0092
010750,1049.60000,12.1270,12.0712,7139.2197,0.0092
010760,1050.58000,12.1456,12.0712,7118.3294,0.0092
010770,1051.56000,12.1456,12.0898,7127.2584,0.0092
010780,1052.53000,12.1642,12.0898,7106.4241,0.0092
010790,1053.51000,12.1642,12.1084,7115.2972,0.0092
010800,1054.48000,12.1828,12.1084,7094.5188,0.0092
010810,1055.46000,12.1828,12.1270,7103.3220,0.0092
010820,1056.44000,12.2014,12.1270,7082.6134,0.0092
010830,1057.41000,12.2014,12.1270,7091.3468,0.0092
010840,1058.39000,12.2014,12.1456,7100.2478,0.0092
010850,1059.37000,12.2201,12.1456,7079.3856,0.0092
010860,1060.34000,12.2201,12.1642,7088.2028,0.0092
010870,1061.32000,12.2387,12.1642,7067.4104,0.0092
010880,1062.30000,12.2387,12.1828,7076.1717,0.0092
010890,1063.27000,12.2573,12.1828,7055.4352,0.0092
010900,1064.25000,12.2573,12.2014,7064.1266,0.0092
010910,1065.23000,12.2573,12.2014,7072.9718,0.0092
010920,1066.20000,12.2759,12.2014,7052.0955,0.0092
010930,1067.18000,12.2759,12.2201,7060.8708,0.0092
010940,1068.15000,12.2945,12.2201,7040.0504,0.0092
010950,1069.13000,12.2945,12.2387,7048.7698,0.0092
010960,1070.11000,12.3131,12.2387,7028.0193,0.0092
010970,1071.08000,12.3131,12.2573,7036.6689,0.0092
010980,1072.06000,12.3318,12.2573,7015.9882,0.0092
010990,1073.04000,12.3318,12.2759,7024.5679,0.0092
011000,1074.01000,12.3318,12.2759,7033.2873,0.0092
011010,1074.99000,12.3504,12.2759,7012.4669,0.0092
011020,1075.97000,12.3504,12.2945,7021.1165,0.0092
011030,1076.94000,12.3690,12.2945,7000.3660,0.0092
011040,1077.92000,12.3690,12.3131,7008.9596,0.0092
011050,1078.89000,12.3876,12.3131,6988.2650,0.0092
011060,1079.87000,12.3876,12.3318,6996.7888,0.0092
011070,1080.85000,12.4062,12.3318,6976.1780,0.0092
011080,1081.82000,12.4062,12.3318,6984.6319,0.0092
011090,1082.80000,12.4062,12.3504,6993.2396,0.0092
011100,1083.78000,12.4248,12.3504,6972.4751,0.0092
011110,1084.75000,12.4248,12.3690,6981.0128,0.0092
011120,1085.73000,12.4434,12.3690,6960.3322,0.0092
011130,1086.71000,12.4434,12.3876,6968.7861,0.0092
011140,1087.68000,12.4620,12.3876,6948.1753,0.0092
011150,1088.66000,12.4620,12.3876,6956.5733,0.0092
011160,1089.63000,12.4620,12.4062,6965.1111,0.0092
011170,1090.61000,12.4807,12.4062,6944.3606,0.0092
011180,1091.59000,12.4807,12.4248,6952.8285,0.0092
011190,1092.56000,12.4993,12.4248,6932.1478,0.0092
011200,1093.54000,12.4993,12.4434,6940.5598,0.0092
011210,1094.52000,12.5179,12.4434,6919.9491,0.0092
011220,1095.49000,12.5179,12.4620,6928.2772,0.0092
011230,1096.47000,12.5179,12.4620,6936.7591,0.0092
011240,1097.45000,12.5365,12.4620,6916.0225,0.0092
011250,1098.42000,12.5365,12.4807,6924.4206,0.0092
011260,1099.40000,12.5551,12.4807,6903.7539,0.0092
011270,1100.37000,12.5551,12.4993,6912.0960,0.0092
011280,1101.35000,12.5737,12.4993,6891.4992,0.0092
011290,1102.33000,12.5737,12.5179,6899.7715,0.0092
011300,1103.30000,12.5737,12.5179,6908.1835,0.0092
011310,1104.28000,12.5923,12.5179,6887.4609,0.0092
011320,1105.26000,12.5923,12.5365,6895.7891,0.0092
011330,1106.23000,12.6110,12.5365,6875.1503,0.0092
011340,1107.21000,12.6110,12.5551,6883.4086,0.0092
011350,1108.19000,12.6296,12.5551,6862.8398,0.0092
011360,1109.16000,12.6296,12.5737,6871.0422,0.0092
011370,1110.14000,12.6296,12.5737,6879.3843,0.0092
011380,1111.11000,12.6482,12.5737,6858.6757,0.0092
011390,1112.09000,12.6482,12.5923,6866.9480,0.0092
011400,1113.07000,12.6668,12.5923,6846.3232,0.0092
011410,1114.04000,12.6668,12.6110,6854.5116,0.0092
011420,1115.02000,12.6854,12.6110,6833.9707,0.0092
011430,1116.00000,12.6854,12.6296,6842.0893,0.0092
011440,1116.97000,12.6854,12.6296,6850.3615,0.0092
011450,1117.95000,12.7040,12.6296,6829.6809,0.0092
011460,1118.93000,12.7040,12.6482,6837.8833,0.0092
011470,1119.90000,12.7226,12.6482,6817.2865,0.0092
011472,1120.00000,12.7226,12.6482,6818.8934,0.0092
